scope,image_id,method,frequency_filter,pyramid_levels,nms,image_scale,repeatability,localization_error_px,repeated_points,reference_keypoints,scene_keypoints
scale_curve,IMG_0259,SIFT,gaussian_lowpass,3,True,1.25,0.782608695652174,1.2958646416664124,18,23,37
scale_curve,IMG_0259,Sobel,ideal_highpass,3,True,0.5,0.7307692307692307,3.1197094917297363,19,68,26
scale_curve,IMG_0259,Sobel,ideal_highpass,3,True,0.75,0.7543859649122807,1.9243296384811401,43,68,57
scale_curve,IMG_0259,Sobel,ideal_highpass,3,True,1.0,0.7794117647058824,1.7011321783065796,53,68,80
scale_curve,IMG_0259,Sobel,ideal_highpass,3,True,1.25,0.8970588235294118,2.0766515731811523,61,68,149
scale_curve,IMG_0259,LoG,ideal_highpass,3,True,0.5,0.6976744186046512,2.1118143796920776,30,114,43
scale_curve,IMG_0259,LoG,ideal_highpass,3,True,0.75,0.8131868131868132,1.9887542128562927,74,114,91
scale_curve,IMG_0259,LoG,ideal_highpass,3,True,1.0,0.7807017543859649,1.7645819187164307,89,114,132
scale_curve,IMG_0259,LoG,ideal_highpass,3,True,1.25,0.8771929824561403,2.3730610609054565,100,114,216
scale_curve,IMG_0259,Harris,ideal_highpass,3,True,0.5,0.7659574468085106,1.62081778049469,36,111,47
scale_curve,IMG_0259,Harris,ideal_highpass,3,True,0.75,0.7346938775510204,2.0118709802627563,72,111,98
scale_curve,IMG_0259,Harris,ideal_highpass,3,True,1.0,0.8378378378378378,1.797194242477417,93,111,177
scale_curve,IMG_0259,Harris,ideal_highpass,3,True,1.25,0.8468468468468469,1.8878715634346008,94,111,218
scale_curve,IMG_0259,Shi-Tomasi,ideal_highpass,3,True,0.5,0.85,1.9129104614257812,34,91,40
scale_curve,IMG_0259,Shi-Tomasi,ideal_highpass,3,True,0.75,0.6136363636363636,2.1935102939605713,54,91,88
scale_curve,IMG_0259,Shi-Tomasi,ideal_highpass,3,True,1.0,0.7802197802197802,1.8693327903747559,71,91,125
