frequency_filter,method,noise_sigma,count,repeatability,repeatability_std,repeatability_valid_count,localization_error_px,localization_error_px_std,localization_error_px_valid_count
gaussian_lowpass,Sobel,20.0,10,0.3713636363636364,0.05283731116240076,10,1.491967761516571,0.11166109074924221,10
ideal_highpass,Harris,0.0,10,0.6578808634288086,0.14600923089818038,10,1.099229320883751,0.6282459452544672,10
ideal_highpass,Harris,5.0,10,0.6338549085323278,0.15546299155423252,10,1.1443321049213409,0.6526894554030814,10
ideal_highpass,Harris,10.0,10,0.6061894647408665,0.18330049993575298,10,1.212186160683632,0.6303792910762338,10
ideal_highpass,Harris,20.0,10,0.5364432500928537,0.21437696932549627,10,1.3945436239242555,0.7397926364661183,10
ideal_highpass,LoG,0.0,10,0.545,0.1671817110748252,10,1.0340157270431518,0.7403880251104307,10
ideal_highpass,LoG,5.0,10,0.5322727272727272,0.18146999488894966,10,1.031971624493599,0.7248118881969913,10
ideal_highpass,LoG,10.0,10,0.5169198837691987,0.1932943376647045,10,1.1181221634149552,0.8630112666506704,10
ideal_highpass,LoG,20.0,10,0.45813725490196083,0.20067339698374012,10,1.4290917217731476,0.9705757890844149,10
ideal_highpass,SIFT,0.0,10,0.5477272727272726,0.10374639737292288,10,1.0592760249972344,0.6361601976327744,10
ideal_highpass,SIFT,5.0,10,0.5290909090909091,0.10290098836646433,10,1.0351033002138137,0.6355334510731465,10
ideal_highpass,SIFT,10.0,10,0.4917145008543543,0.12260085944267352,10,1.064480324089527,0.5876460878942059,10
ideal_highpass,SIFT,20.0,10,0.34225421637186343,0.12381653845198569,10,1.0066855907440186,0.6228793508255145,10
ideal_highpass,Shi-Tomasi,0.0,10,0.6914997905320487,0.11855780689958616,10,1.3187436014413834,0.6786359449704745,10
ideal_highpass,Shi-Tomasi,5.0,10,0.6862677231025855,0.13078706123800496,10,1.2773756384849548,0.6390629367017305,10
ideal_highpass,Shi-Tomasi,10.0,10,0.6559651411428663,0.1438460819432194,10,1.3059308022260665,0.595355131719832,10
ideal_highpass,Shi-Tomasi,20.0,10,0.5733118861290326,0.2258777412028288,10,1.4553986191749573,0.6199540195734061,10
ideal_highpass,Sobel,0.0,10,0.47363636363636374,0.1301408433907561,10,2.2832616686820986,0.9224977351438733,10
ideal_highpass,Sobel,5.0,10,0.46454545454545454,0.13778385009871696,10,2.2189667880535127,0.9607510112607631,10
ideal_highpass,Sobel,10.0,10,0.4631818181818182,0.13605098838924187,10,2.3284568309783937,0.9590416605546306,10
ideal_highpass,Sobel,20.0,10,0.45746872393661386,0.14555192038259943,10,2.449612092971802,0.8034398848313086,10
ideal_lowpass,Harris,0.0,10,0.6613636363636364,0.11342910392029736,10,1.425290048122406,0.5919001602821671,10
ideal_lowpass,Harris,5.0,10,0.6586363636363636,0.09966541823665069,10,1.4519176214933396,0.6074253482562938,10
ideal_lowpass,Harris,10.0,10,0.6527272727272727,0.10166655376410658,10,1.4081060767173768,0.5470308269279917,10
ideal_lowpass,Harris,20.0,10,0.6390909090909092,0.09756446386740257,10,1.417325308918953,0.5376455829874759,10
ideal_lowpass,LoG,0.0,10,0.5603878231859883,0.0800413292458421,10,1.5713126182556152,0.5618466663315989,10
ideal_lowpass,LoG,5.0,10,0.5605969836614998,0.08163670530271863,10,1.6042527258396149,0.5249546294763815,10
ideal_lowpass,LoG,10.0,10,0.5549165971643035,0.08185619370922276,10,1.6058553814888001,0.49859846919927814,10
ideal_lowpass,LoG,20.0,10,0.5470688190314358,0.07500026167023692,10,1.6902056097984315,0.47756150380659634,10
ideal_lowpass,SIFT,0.0,10,0.6431818181818183,0.08630380702748874,10,0.7205843508243561,0.3267122809688451,10
ideal_lowpass,SIFT,5.0,10,0.6454545454545454,0.09148805539060927,10,0.7465817585587502,0.36572425172222117,10
ideal_lowpass,SIFT,10.0,10,0.6381818181818182,0.08791013025196968,10,0.7363822758197784,0.36620262193682107,10
ideal_lowpass,SIFT,20.0,10,0.61,0.08380856229994765,10,0.747656273841858,0.3565120988465252,10
ideal_lowpass,Shi-Tomasi,0.0,10,0.6727272727272726,0.10080028714230241,10,1.3643215745687485,0.4570146055429691,10
ideal_lowpass,Shi-Tomasi,5.0,10,0.6681818181818182,0.1001834863928275,10,1.3760751724243163,0.4568906246720264,10
ideal_lowpass,Shi-Tomasi,10.0,10,0.6681818181818182,0.09675639418842183,10,1.3672907680273056,0.4754075335567252,10
ideal_lowpass,Shi-Tomasi,20.0,10,0.655909090909091,0.09349970413863809,10,1.3745706379413605,0.4377102604093039,10
ideal_lowpass,Sobel,0.0,10,0.5668181818181818,0.11771566964387602,10,1.467131143808365,0.3822883802600736,10
ideal_lowpass,Sobel,5.0,10,0.5595454545454546,0.10895298520182617,10,1.49901043176651,0.41215962734714684,10
ideal_lowpass,Sobel,10.0,10,0.5522727272727274,0.10578427204948516,10,1.512834495306015,0.3812667622101901,10
ideal_lowpass,Sobel,20.0,10,0.5331818181818182,0.09812404772513775,10,1.6260894179344176,0.4653016911107823,10
none,Harris,0.0,10,0.6795454545454545,0.10709988643752677,10,0.8775459885597229,0.5705098368725793,10
none,Harris,5.0,10,0.6604545454545455,0.13633080412830392,10,0.862362852692604,0.5522817341143132,10
none,Harris,10.0,10,0.6068181818181818,0.1953106117906891,10,0.9612640321254731,0.5549127731920392,10
none,Harris,20.0,10,0.5237948290241868,0.22825988574496256,10,1.230421632528305,0.6571082633996024,10
none,LoG,0.0,10,0.3818181818181818,0.30499363975966376,10,0.7230013817548752,0.2771464777159384,10
none,LoG,5.0,10,0.37545454545454543,0.3168239423849144,10,0.7263942122459411,0.23320441039545645,10
none,LoG,10.0,10,0.3577272727272728,0.30287912895822655,10,0.8077479779720307,0.3052949770457277,10
none,LoG,20.0,10,0.3104545454545455,0.25413070467711646,10,1.1244759738445282,0.670544357038368,10
none,SIFT,0.0,10,0.5522727272727272,0.1384230019049652,10,0.6066663712263107,0.4094647729980751,10
none,SIFT,5.0,10,0.5527272727272727,0.13705548399570375,10,0.5834430731832981,0.3715210010203914,10
none,SIFT,10.0,10,0.5027272727272727,0.13880309563265675,10,0.610964722931385,0.37104810788512277,10
none,SIFT,20.0,10,0.3468181818181818,0.09732534213770955,10,0.6219492867588997,0.3299698040517995,10
none,Shi-Tomasi,0.0,10,0.7468181818181818,0.07410469599680372,10,0.9370558261871338,0.45720186626925424,10
none,Shi-Tomasi,5.0,10,0.74,0.07915996056851245,10,1.0132866263389588,0.5264851374584677,10
none,Shi-Tomasi,10.0,10,0.7104545454545454,0.11634252491571996,10,1.0582433462142944,0.5343314105082083,10
none,Shi-Tomasi,20.0,10,0.6225573491928633,0.20645959516747833,10,1.1521491974592208,0.5529047710990511,10
none,Sobel,0.0,10,0.21272727272727274,0.12023851411042177,10,2.047907739877701,0.19597481708587497,10
none,Sobel,5.0,10,0.20090909090909093,0.09969650916353061,10,2.3304241240024566,0.48810626664587903,10
none,Sobel,10.0,10,0.1972727272727273,0.0894632499665767,10,2.572056072950363,0.6204949028522158,10
none,Sobel,20.0,10,0.18181818181818182,0.06320198065034609,10,2.4030438899993896,0.35736369460222334,10
